# Energy    MatrixElement
-3.0354893218e-01 2.9208126027e-30
-3.0272328913e-01 1.1222658510e-05
-3.0246015832e-01 3.7692565495e-30
-3.0210560398e-01 3.3928539292e-05
-3.0026518859e-01 3.4134937689e-08
-2.9931831314e-01 1.8751031298e-05
-2.9849568794e-01 4.4347340686e-06
-2.9843013901e-01 2.7966803317e-30
-2.9694202064e-01 6.6141864249e-05
-2.9544903300e-01 8.7072614018e-29
-2.9490984893e-01 7.4910730388e-05
-2.9489557474e-01 7.4237911331e-27
-2.9421401059e-01 1.1660108953e-03
-2.9380041995e-01 4.9313447697e-04
-2.9367917410e-01 6.5673440272e-28
-2.9307656982e-01 7.1816273328e-05
-2.9260621258e-01 2.0593861636e-05
-2.9052214722e-01 1.5137727491e-05
-2.8990414968e-01 1.4167390786e-28
-2.8965457450e-01 2.8566393540e-05
-2.8947456605e-01 1.3053567191e-29
-2.8939209711e-01 3.4797960685e-07
-2.8874473413e-01 9.3041931356e-30
-2.8783655737e-01 2.4704792611e-04
-2.8682691310e-01 5.8937769970e-30
-2.8583103680e-01 1.5359278288e-28
-2.8578246183e-01 7.9002127669e-06
-2.8490956443e-01 2.2409266594e-30
-2.8437296859e-01 1.5998147023e-04
-2.8393161997e-01 6.0818663556e-07
-2.8382691729e-01 2.5941118608e-29
-2.8324544621e-01 1.2346933931e-06
-2.8292299828e-01 1.7652632026e-07
-2.8204715327e-01 1.3898029494e-06
-2.8162522128e-01 5.5085392976e-30
-2.8076847821e-01 1.4450971573e-29
-2.7962213580e-01 1.4165320762e-29
-2.7930193125e-01 4.9677097562e-06
-2.7883388139e-01 3.0997917284e-30
-2.7849187555e-01 3.1593884943e-06
-2.7751243477e-01 1.3658361721e-29
-2.7710132890e-01 1.7123825031e-30
-2.7611722179e-01 1.0028448057e-28
-2.7604360748e-01 5.9139843755e-06
-2.7489316943e-01 3.0839011525e-06
-2.7238097464e-01 1.9282025428e-30
-2.7183051677e-01 6.7993208989e-30
-2.7148352959e-01 1.9270782917e-05
-2.7132486094e-01 1.0446791758e-29
-2.7113343491e-01 2.2734952333e-29
-2.7007241155e-01 1.2872109471e-27
-2.7004950145e-01 7.7092447796e-06
-2.6900626977e-01 5.1413450747e-30
-2.6727425852e-01 5.6645371165e-07
-2.6662084574e-01 1.7704487726e-07
-2.6598420369e-01 7.8239876647e-30
-2.6470142467e-01 1.2284529662e-05
-2.6363406658e-01 5.2018230292e-07
-2.6337094126e-01 5.7226404302e-29
-2.6295835561e-01 4.6528266997e-29
-2.6284131073e-01 1.2649439469e-06
-2.6183209574e-01 2.6060207077e-29
-2.6130978139e-01 7.6038218939e-07
-2.6052572013e-01 1.0983622561e-06
-2.5976164292e-01 1.5079337182e-06
-2.5926288296e-01 4.8175391832e-29
-2.5007552855e-01 1.2028305848e-29
-2.4985050126e-01 1.4707164089e-05
-2.4881160795e-01 6.8071582131e-30
-2.4804774772e-01 1.4799246085e-06
-2.4722646867e-01 7.0220828897e-30
-2.4677149034e-01 2.0032922804e-06
-2.4664314116e-01 2.6954100954e-29
-2.4535519148e-01 1.5141446260e-05
-2.4530740772e-01 2.6007474890e-28
-2.4404610701e-01 1.4864276224e-07
-2.4385054196e-01 5.1899583758e-07
-2.4322867398e-01 2.7801440261e-07
-2.4172417570e-01 1.2893495469e-05
-2.4043501086e-01 6.0375285439e-30
-2.4020220924e-01 4.9206386282e-30
-2.3974341866e-01 5.2518793347e-06
-2.3925524383e-01 1.8256044803e-29
-2.3832056371e-01 1.8527726772e-30
-2.3714030084e-01 1.8059236423e-06
-2.3701942417e-01 1.4743863850e-08
-2.3627675645e-01 2.3129074183e-30
-2.3559053636e-01 2.1569725437e-29
-2.3486146934e-01 1.3548076125e-07
-2.3447532970e-01 2.7316439086e-30
-2.3389231711e-01 1.5152022446e-28
-2.3301829418e-01 4.2424908929e-28
-2.3284226196e-01 1.6132707966e-04
-2.3040828797e-01 6.5187278837e-06
-2.3030062901e-01 3.1110671153e-30
-2.2969557475e-01 3.1642461869e-06
-2.2855555896e-01 2.0938373440e-30
-2.2808490977e-01 3.6469967920e-07
-2.2693765909e-01 1.4380237825e-29
-2.2593709767e-01 1.5183795546e-29
-2.2569063161e-01 2.6376497886e-29
-2.2553632243e-01 2.1164964504e-06
-2.2517845978e-01 1.2905934649e-29
-2.2424910880e-01 8.4199317171e-31
-2.2265038210e-01 1.1707950857e-05
-2.2255843085e-01 2.1298716203e-29
-2.2033587548e-01 8.1771949455e-05
-2.1880744482e-01 1.7573057548e-09
-2.1831611578e-01 2.8381859698e-05
-2.1830848238e-01 1.6547583388e-27
-2.1777372398e-01 4.6579230974e-07
-2.1594137266e-01 2.6133952389e-29
-2.1557871870e-01 4.3776108081e-07
-2.1443176927e-01 1.2479876102e-07
-2.1376751956e-01 1.6633775660e-30
-2.1311341550e-01 1.1857805497e-08
-2.1311243133e-01 8.4721307584e-29
-2.1179658678e-01 3.0030126880e-05
-2.1139858390e-01 4.8014013249e-05
-2.1077136388e-01 5.2260040146e-05
-2.0984828521e-01 4.2227443850e-05
-2.0949249960e-01 7.9521077435e-30
-2.0858773880e-01 1.3288204413e-04
-2.0782493678e-01 2.5616708138e-08
-2.0775927307e-01 1.3373342510e-29
-2.0585705518e-01 2.7374491403e-30
-2.0545557432e-01 8.5576893362e-30
-2.0486477314e-01 9.5603841208e-30
-2.0464291493e-01 4.9926161356e-30
-2.0432202913e-01 1.5916991575e-29
-2.0300452704e-01 4.1637879449e-04
-2.0210956453e-01 1.9472293927e-02
-2.0120567033e-01 1.9712238087e-05
-2.0102463928e-01 1.1769270669e-29
-2.0076532792e-01 6.8815032693e-05
-1.9877181918e-01 6.0727857559e-30
-1.9864159316e-01 5.1577093004e-30
-1.9764974511e-01 1.6137306021e-29
-1.9563742721e-01 5.1978827653e-30
-1.9528329572e-01 1.5398605986e-04
-1.9423214875e-01 1.0566659091e-29
-1.9299441705e-01 1.4856436476e-05
-1.9294959013e-01 4.0844659564e-29
-1.9245250535e-01 1.1581598467e-06
-1.9084704477e-01 2.0521417569e-28
-1.9051255615e-01 2.3930448288e-04
-1.8959086557e-01 1.1487654096e-04
